Region,Source,ZoneSubzone,SS_NoSpace,SiteSeriesName,Standard,StockingTarget,StockingMINpa,StockingMINp,StockingDelay,AssessmentEarliest,AssessmentLatest
Pr Rupert,BWBS2012,BWBSdk,BWBSdk/102,Pl - Kinnikinnick - Lingonberry,1043874,1000,500,400,7,20,20
Pr Rupert,BWBS2012,BWBSdk,BWBSdk/110,Sw - Currant - Horsetail,1043877,1000,500,400,4,20,20
Pr Rupert,BWBS2012,BWBSdk,BWBSdk/111,Sw - Mountain alder - Horsetail,1043878,1000,500,400,4,20,20
Pr Rupert,BWBS2012,BWBSdk,BWBSdk/101,Sw - Soopolallie - Step moss,1043873,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSdk,BWBSdk/103,SwPl - Soopolallie - Toad-flax,1043875,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSdk,BWBSdk/104,Sb - Labrador tea - Step moss,1043876,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSdk,BWBSdk/102,Pl - Kinnikinnick - Lingonberry,1043874,1000,500,400,7,20,20
Pr George,BWBS2012,BWBSdk,BWBSdk/110,Sw - Currant - Horsetail,1043877,1000,500,400,4,20,20
Pr George,BWBS2012,BWBSdk,BWBSdk/111,Sw - Mountain alder - Horsetail,1043878,1000,500,400,4,20,20
Pr George,BWBS2012,BWBSdk,BWBSdk/101,Sw - Soopolallie - Step moss,1043873,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSdk,BWBSdk/103,SwPl - Soopolallie - Toad-flax,1043875,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSdk,BWBSdk/104,Sb - Labrador tea - Step moss,1043876,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSmk,BWBSmk/102,Pl - Kinnikinnick - Lingonberry,1043885,1000,500,400,7,20,20
Pr Rupert,BWBS2012,BWBSmk,BWBSmk/110,Sw - Currant - Horsetail,1043888,1000,500,400,4,20,20
Pr Rupert,BWBS2012,BWBSmk,BWBSmk/111,Sw - Mountain alder - Horsetail,1043889,1000,500,400,4,20,20
Pr Rupert,BWBS2012,BWBSmk,BWBSmk/101,Sw - Lingonberry - Step moss,1043881,1200,700,600,4,20,20
Pr Rupert,BWBS2012,BWBSmk,BWBSmk/103,SwPl - Soopolallie - Fuzzy-spiked wildrye,1043886,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSmk,BWBSmk/104,Sb - Labrador tea - Step moss,1043887,1200,500,400,4,20,20
Pr George,BWBS2012,BWBSmk,BWBSmk/102,Pl - Kinnikinnick - Lingonberry,1043885,1000,500,400,7,20,20
Pr George,BWBS2012,BWBSmk,BWBSmk/110,Sw - Currant - Horsetail,1043888,1000,500,400,4,20,20
Pr George,BWBS2012,BWBSmk,BWBSmk/111,Sw - Mountain alder - Horsetail,1043889,1000,500,400,4,20,20
Pr George,BWBS2012,BWBSmk,BWBSmk/101,Sw - Lingonberry - Step moss,1043881,1200,700,600,4,20,20
Pr George,BWBS2012,BWBSmk,BWBSmk/103,SwPl - Soopolallie - Fuzzy-spiked wildrye,1043886,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSmk,BWBSmk/104,Sb - Labrador tea - Step moss,1043887,1200,500,400,4,20,20
Pr Rupert,BWBS2012,BWBSmw,BWBSmw/111,Sw - Currant - Horsetail,1043899,1000,500,400,4,20,20
Pr Rupert,BWBS2012,BWBSmw,BWBSmw/101,Sw - Trailing raspberry - Step moss,1043891,1200,700,600,4,20,20
Pr Rupert,BWBS2012,BWBSmw,BWBSmw/102,Pl - Kinnikinnick - Lingonberry,1043895,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSmw,BWBSmw/103,SwPl - Soopolallie - Fuzzy-spiked wildrye,1043896,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSmw,BWBSmw/104,Sb - Labrador tea - Step moss,1043897,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSmw,BWBSmw/110,Sw - Oak fern - Sarsaparilla,1043898,1200,700,600,4,20,20
Pr Rupert,BWBS2012,BWBSmw,BWBSmw/112,AcbSw - Mountain alder - Dogwood,1043900,2500,2000,1700,4,20,20
Pr George,BWBS2012,BWBSmw,BWBSmw/111,Sw - Currant - Horsetail,1043899,1000,500,400,4,20,20
Pr George,BWBS2012,BWBSmw,BWBSmw/101,Sw - Trailing raspberry - Step moss,1043891,1200,700,600,4,20,20
Pr George,BWBS2012,BWBSmw,BWBSmw/102,Pl - Kinnikinnick - Lingonberry,1043895,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSmw,BWBSmw/103,SwPl - Soopolallie - Fuzzy-spiked wildrye,1043896,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSmw,BWBSmw/104,Sb - Labrador tea - Step moss,1043897,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSmw,BWBSmw/110,Sw - Oak fern - Sarsaparilla,1043898,1200,700,600,4,20,20
Pr George,BWBS2012,BWBSmw,BWBSmw/112,AcbSw - Mountain alder - Dogwood,1043900,2500,2000,1700,4,20,20
Pr Rupert,BWBS2012,BWBSwk1,BWBSwk1/110,Sw - Currant - Horsetail,1043905,1000,500,400,4,20,20
Pr Rupert,BWBS2012,BWBSwk1,BWBSwk1/111,Sb - Horsetail - Step moss,1043906,1000,500,400,4,20,20
Pr Rupert,BWBS2012,BWBSwk1,BWBSwk1/101,SwBl - Huckleberry - Feathermoss,1043901,1200,700,600,4,20,20
Pr Rupert,BWBS2012,BWBSwk1,BWBSwk1/102,Pl - Lingonberry - Reindeer lichen,1043902,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSwk1,BWBSwk1/103,SwPl - Soopollalie - Showy aster,1043903,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSwk1,BWBSwk1/104,Sb - Huckleberry - Lingonberry,1043904,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSwk1,BWBSwk1/110,Sw - Currant - Horsetail,1043905,1000,500,400,4,20,20
Pr George,BWBS2012,BWBSwk1,BWBSwk1/111,Sb - Horsetail - Step moss,1043906,1000,500,400,4,20,20
Pr George,BWBS2012,BWBSwk1,BWBSwk1/101,SwBl - Huckleberry - Feathermoss,1043901,1200,700,600,4,20,20
Pr George,BWBS2012,BWBSwk1,BWBSwk1/102,Pl - Lingonberry - Reindeer lichen,1043902,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSwk1,BWBSwk1/103,SwPl - Soopollalie - Showy aster,1043903,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSwk1,BWBSwk1/104,Sb - Huckleberry - Lingonberry,1043904,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSwk2,BWBSwk2/102,Pl - Lingonberry - Reindeer lichen,1043908,1000,500,400,7,20,20
Pr Rupert,BWBS2012,BWBSwk2,BWBSwk2/111,Sw - Currant - Horsetail,1043912,1000,500,400,4,20,20
Pr Rupert,BWBS2012,BWBSwk2,BWBSwk2/101,SwBl - Huckleberry - Feathermoss,1043907,1200,700,600,4,20,20
Pr Rupert,BWBS2012,BWBSwk2,BWBSwk2/103,SwPl - Soopolallie - Fuzzy-spiked wildrye,1043909,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSwk2,BWBSwk2/104,Sb - Huckleberry - Lingonberry,1043910,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSwk2,BWBSwk2/110,Sw - Currant - Bluebells,1043911,1200,700,600,4,20,20
Pr George,BWBS2012,BWBSwk2,BWBSwk2/102,Pl - Lingonberry - Reindeer lichen,1043908,1000,500,400,7,20,20
Pr George,BWBS2012,BWBSwk2,BWBSwk2/111,Sw - Currant - Horsetail,1043912,1000,500,400,4,20,20
Pr George,BWBS2012,BWBSwk2,BWBSwk2/101,SwBl - Huckleberry - Feathermoss,1043907,1200,700,600,4,20,20
Pr George,BWBS2012,BWBSwk2,BWBSwk2/103,SwPl - Soopolallie - Fuzzy-spiked wildrye,1043909,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSwk2,BWBSwk2/104,Sb - Huckleberry - Lingonberry,1043910,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSwk2,BWBSwk2/110,Sw - Currant - Bluebells,1043911,1200,700,600,4,20,20
Pr Rupert,BWBS2012,BWBSwk3,BWBSwk3/111,Sb - Horsetail - Step moss,1043917,1000,500,400,4,20,20
Pr Rupert,BWBS2012,BWBSwk3,BWBSwk3/101,SwBl - Huckleberry - Feathermoss,1043913,1200,700,600,4,20,20
Pr Rupert,BWBS2012,BWBSwk3,BWBSwk3/102,Pl - Crowberry - Lingonberry,1043914,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSwk3,BWBSwk3/103,Sb - Huckleberry - Lingonberry,1043915,1200,700,600,7,20,20
Pr Rupert,BWBS2012,BWBSwk3,BWBSwk3/110,Sw - Currant - Horsetail,1043916,1200,700,600,4,20,20
Pr George,BWBS2012,BWBSwk3,BWBSwk3/111,Sb - Horsetail - Step moss,1043917,1000,500,400,4,20,20
Pr George,BWBS2012,BWBSwk3,BWBSwk3/101,SwBl - Huckleberry - Feathermoss,1043913,1200,700,600,4,20,20
Pr George,BWBS2012,BWBSwk3,BWBSwk3/102,Pl - Crowberry - Lingonberry,1043914,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSwk3,BWBSwk3/103,Sb - Huckleberry - Lingonberry,1043915,1200,700,600,7,20,20
Pr George,BWBS2012,BWBSwk3,BWBSwk3/110,Sw - Currant - Horsetail,1043916,1200,700,600,4,20,20
Cariboo,Cariboo,ESSFdc2,ESSFdc2/03,PlSe - Falsebox - Pinegrass,80001,1000,500,400,7,15,20
Cariboo,Cariboo,ESSFdc2,ESSFdc2/04,Bl - Grouseberry - Cladonia,80002,1000,500,400,7,15,20
Cariboo,Cariboo,ESSFdc2,ESSFdc2/05,Bl - Huckleberry - Feathermoss,80003,1000,500,400,7,15,20
Cariboo,Cariboo,ESSFdc2,ESSFdc2/08,Bl - Trapper's tea,80006,1000,500,400,4,12,20
Cariboo,Cariboo,ESSFdc2,ESSFdc2/01,Bl - Rhododendron - Grouseberry,80000,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFdc2,ESSFdc2/06,Bl - Gooseberry - Oak fern,80004,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFdc2,ESSFdc2/07,Bl - Rhododendron - Valerian,80005,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFmv1,ESSFmv1/02,Pl - Huckleberry - Cladonia,80008,1000,500,400,7,12,15
Cariboo,Cariboo,ESSFmv1,ESSFmv1/03,Bl - Huckleberry - Feathermoss,80009,1000,500,400,7,15,20
Cariboo,Cariboo,ESSFmv1,ESSFmv1/04,Bl - Huckleberry - Gooseberry,80010,1000,500,400,7,15,20
Cariboo,Cariboo,ESSFmv1,ESSFmv1/05,Bl - Horsetail - Glow moss,80011,1000,500,400,4,12,20
Cariboo,Cariboo,ESSFmv1,ESSFmv1/01,Bl - Rhododendron - Feathermoss,80007,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFwc3,ESSFwc3/03,Bl - Globeflower - Horsetail,80014,600,400,400,7,15,20
Cariboo,Cariboo,ESSFwc3,ESSFwc3/02,Bl - Rhododendron - Queen's cup,80013,1000,500,400,7,15,20
Cariboo,Cariboo,ESSFwc3,ESSFwc3/01,Bl - Rhododendron - Oak fern,80012,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFwk1,ESSFwk1/02,Bl - Huckleberry - Feathermoss,80016,1000,500,400,7,15,20
Cariboo,Cariboo,ESSFwk1,ESSFwk1/06,Bl - Horsetail - Sphagnum,80020,1000,500,400,4,12,20
Cariboo,Cariboo,ESSFwk1,ESSFwk1/07,Bl - Lady fern - Horsetail,80021,1000,500,400,4,12,20
Cariboo,Cariboo,ESSFwk1,ESSFwk1/01,Bl - Oak fern - Brachythecium,80015,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFwk1,ESSFwk1/03,Bl - Oak fern - Knight's plume,80017,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFwk1,ESSFwk1/04,Bl - Twinberry - Lady fern,80018,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFwk1,ESSFwk1/05,Bl - Devil's club - Lady fern,80019,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFxc,ESSFxc/02,Pl - Juniper - Lupine,80023,600,400,400,7,15,20
Cariboo,Cariboo,ESSFxc,ESSFxc/05,Bl - Grouseberry - Cladonia,80024,1000,500,400,7,15,20
Cariboo,Cariboo,ESSFxc,ESSFxc/08,Bl - Horsetail - Glow moss,80027,1000,500,400,4,12,20
Cariboo,Cariboo,ESSFxc,ESSFxc/01,Bl - Grouseberry - Valerian,80022,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFxc,ESSFxc/06,Bl - Rhododendron - Grouseberry,80025,1200,700,600,7,15,20
Cariboo,Cariboo,ESSFxc,ESSFxc/07,Bl - Gooseberry - Foamflower,80026,1200,700,600,4,12,20
Cariboo,Cariboo,ESSFxv1,ESSFxv1/08,Bl - Horsetail - Glow moss,80035,600,400,300,4,12,15
Cariboo,Cariboo,ESSFxv1,ESSFxv1/02,BlPa - Juniper - Cladonia,80029,800,500,400,7,12,15
Cariboo,Cariboo,ESSFxv1,ESSFxv1/03,Pl - Cladonia - Stereocaulon,80030,800,500,400,7,12,15
Cariboo,Cariboo,ESSFxv1,ESSFxv1/09,Bl - Twinberry - Hellebore,80036,800,500,400,4,12,15
Cariboo,Cariboo,ESSFxv1,ESSFxv1/04,BlPa - Juniper - Grouseberry,80031,1000,600,500,7,12,15
Cariboo,Cariboo,ESSFxv1,ESSFxv1/01,Bl - Arnica - Cladonia,80028,1200,700,600,7,12,15
Cariboo,Cariboo,ESSFxv1,ESSFxv1/05,BlPa - Arnica - Twinflower,80032,1200,700,600,7,12,15
Cariboo,Cariboo,ESSFxv1,ESSFxv1/06,Bl - Rhododendron - Crowberry,80033,1200,700,600,7,12,15
Cariboo,Cariboo,ESSFxv1,ESSFxv1/07,Bl - Valerian - Arnica,80034,1200,700,600,4,12,15
Cariboo,Cariboo,ESSFxv2,ESSFxv2/03,BlPa - Kinnikinnick,80039,600,400,300,7,12,15
Cariboo,Cariboo,ESSFxv2,ESSFxv2/08,Bl - Horsetail - Glow moss,80044,600,400,300,4,12,15
Cariboo,Cariboo,ESSFxv2,ESSFxv2/09,Se - Trapper's tea - Glow moss,80045,600,400,300,4,12,15
Cariboo,Cariboo,ESSFxv2,ESSFxv2/10,Se - Willow - Glow moss,80046,600,400,300,4,12,15
Cariboo,Cariboo,ESSFxv2,ESSFxv2/02,BlPa - Juniper - Cladonia,80038,800,500,400,7,12,15
Cariboo,Cariboo,ESSFxv2,ESSFxv2/01,Bl - Arnica - Cladonia,80037,1200,700,600,7,12,15
Cariboo,Cariboo,ESSFxv2,ESSFxv2/04,BlPa - Juniper - Kinnikinnick,80040,1200,700,600,7,12,15
Cariboo,Cariboo,ESSFxv2,ESSFxv2/05,BlPa - Grouseberry,80041,1200,700,600,7,12,15
Cariboo,Cariboo,ESSFxv2,ESSFxv2/06,Bl - Rhododendron - Crowberry,80042,1200,700,600,7,12,15
Cariboo,Cariboo,ESSFxv2,ESSFxv2/07,Bl - Lousewort - Glow moss,80043,1200,700,600,4,12,15
Cariboo,Cariboo,ICHdk,ICHdk/02,CwSxw - Soopolallie,80048,1000,500,400,7,12,15
Cariboo,Cariboo,ICHdk,ICHdk/08,Sxw - Devil's club - Lady fern,80054,1000,500,400,4,9,15
Cariboo,Cariboo,ICHdk,ICHdk/09,Sxw - Horsetail,80055,1000,500,400,4,9,15
Cariboo,Cariboo,ICHdk,ICHdk/01,CwSxw - Falsebox - Wintergreen,80047,1200,700,600,4,9,15
Cariboo,Cariboo,ICHdk,ICHdk/03,CwSxw - Falsebox - Soopolallie,80049,1200,700,600,7,12,15
Cariboo,Cariboo,ICHdk,ICHdk/04,CwSxw - Falsebox - Feathermoss,80050,1200,700,600,4,9,15
Cariboo,Cariboo,ICHdk,ICHdk/05,CwSxw - Thimbleberry,80051,1200,700,600,4,9,15
Cariboo,Cariboo,ICHdk,ICHdk/06,CwSxw - Raspberry - Oak fern,80052,1200,700,600,4,9,15
Cariboo,Cariboo,ICHdk,ICHdk/07,Sxw - Twinberry - Oak fern,80053,1200,700,600,4,9,15
Cariboo,Cariboo,ICHmk3,ICHmk3/02,FdCw - Wavy-leaved moss,80057,1000,500,400,7,12,15
Cariboo,Cariboo,ICHmk3,ICHmk3/03,CwSxw - Soopolallie,80058,1000,500,400,7,12,15
Cariboo,Cariboo,ICHmk3,ICHmk3/07,CwSxw - Devil's club - Horsetail,80062,1000,500,400,4,9,15
Cariboo,Cariboo,ICHmk3,ICHmk3/01,CwSxw - Falsebox - Knight's plume,80056,1200,700,600,4,9,15
Cariboo,Cariboo,ICHmk3,ICHmk3/04,CwSxw - Oak fern - Cat's-tail moss,80059,1200,700,600,4,9,15
Cariboo,Cariboo,ICHmk3,ICHmk3/05,SxwCw - Oak fern,80060,1200,700,600,4,9,15
Cariboo,Cariboo,ICHmk3,ICHmk3/06,CwHw - Devil's club - Lady fern,80061,1200,700,600,4,9,15
Cariboo,Cariboo,ICHmw3,ICHmw3/02,Fd - Juniper - Cladina,80065,1000,500,400,7,12,15
Cariboo,Cariboo,ICHmw3,ICHmw3/03,Fd - Pinegrass - Feathermoss,80066,1000,500,400,7,12,15
Cariboo,Cariboo,ICHmw3,ICHmw3/08,CwSxw - Skunk cabbage,80071,1000,500,400,4,9,15
Cariboo,Cariboo,ICHmw3,ICHmw3/01,HwCw - Falsebox - Feathermoss,80063,1200,700,600,4,9,15
Cariboo,Cariboo,ICHmw3,ICHmw3/01-YC,HwCw - Feathermoss,80064,1200,700,600,4,9,15
Cariboo,Cariboo,ICHmw3,ICHmw3/04,CwFd - Soopolallie - Twinflower,80067,1200,700,600,7,12,15
Cariboo,Cariboo,ICHmw3,ICHmw3/05,CwFd - Falsebox,80068,1200,700,600,7,12,15
Cariboo,Cariboo,ICHmw3,ICHmw3/06,CwHw - Oak fern,80069,1200,700,600,4,9,15
Cariboo,Cariboo,ICHmw3,ICHmw3/07,CwHw - Devil's club - Lady fern,80070,1200,700,600,4,9,15
Cariboo,Cariboo,ICHwk2,ICHwk2/02,HwCw - Cladonia,80073,1000,500,400,7,12,15
Cariboo,Cariboo,ICHwk2,ICHwk2/03,CwFd - Juniper - Falsebox,80074,1000,500,400,7,12,15
Cariboo,Cariboo,ICHwk2,ICHwk2/08,CwSxw - Skunk cabbage,80079,1000,500,400,4,9,15
Cariboo,Cariboo,ICHwk2,ICHwk2/01,CwHw - Oak fern,80072,1200,700,600,4,9,15
Cariboo,Cariboo,ICHwk2,ICHwk2/04,HwCw - Step moss,80075,1200,700,600,4,9,15
Cariboo,Cariboo,ICHwk2,ICHwk2/05,SxwCw - Oak fern,80076,1200,700,600,4,9,15
Cariboo,Cariboo,ICHwk2,ICHwk2/06,Sxw - Twinberry - Oak fern,80077,1200,700,600,4,9,15
Cariboo,Cariboo,ICHwk2,ICHwk2/07,CwHw - Devil's club - Lady fern,80078,1200,700,600,4,9,15
Cariboo,Cariboo,ICHwk4,ICHwk4/02,HwCw - Cladonia,80081,1000,500,400,7,12,15
Cariboo,Cariboo,ICHwk4,ICHwk4/03,CwSxw - Soopolallie,80082,1000,500,400,7,12,15
Cariboo,Cariboo,ICHwk4,ICHwk4/08,Sxw - Devil's club - Lady fern,80087,1000,500,400,4,9,15
Cariboo,Cariboo,ICHwk4,ICHwk4/01,CwHw - Oak fern,80080,1200,700,600,4,9,15
Cariboo,Cariboo,ICHwk4,ICHwk4/04,CwSxw - Velvet-leaved blueberry,80083,1200,700,600,4,9,15
Cariboo,Cariboo,ICHwk4,ICHwk4/05,HwCw - Step moss,80084,1200,700,600,4,9,15
Cariboo,Cariboo,ICHwk4,ICHwk4/06,Sxw - Twinberry - Oak fern,80085,1200,700,600,4,9,15
Cariboo,Cariboo,ICHwk4,ICHwk4/07,CwHw - Devil's club - Lady fern,80086,1200,700,600,4,9,15
Cariboo,Cariboo,IDFdk1,IDFdk1/02,Fd - Snowberry - Bluebunch wheatgrass,80089,600,400,400,7,12,15
Cariboo,Cariboo,IDFdk1,IDFdk1/03,Fd - Juniper - Pinegrass,80090,600,400,400,7,12,15
Cariboo,Cariboo,IDFdk1,IDFdk1/01,FdPl - Pinegrass - Feathermoss,80088,1000,500,400,7,12,15
Cariboo,Cariboo,IDFdk1,IDFdk1/04,Fd - Pinegrass - Yarrow,80091,1000,500,400,7,12,15
Cariboo,Cariboo,IDFdk1,IDFdk1/05,SxwFd - Gooseberry - Feathermoss,80092,1000,500,400,7,12,15
Cariboo,Cariboo,IDFdk1,IDFdk1/06,Sxw - Horsetail,80093,1000,500,400,4,9,15
Cariboo,Cariboo,IDFdk3,IDFdk3/02,Fd - Juniper - Kinnikinnick,80095,800,500,400,7,12,15
Cariboo,Cariboo,IDFdk3,IDFdk3/03,Fd - Juniper - Peltigera,80096,800,500,400,7,12,15
Cariboo,Cariboo,IDFdk3,IDFdk3/04,Fd - Bluebunch wheatgrass - Needlegrass,80097,1000,500,400,7,12,15
Cariboo,Cariboo,IDFdk3,IDFdk3/09,Sxw - Horsetail - Glow moss,80102,1000,500,400,4,9,15
Cariboo,Cariboo,IDFdk3,IDFdk3/01,FdPl - Pinegrass - Feathermoss,80094,1200,700,600,7,12,15
Cariboo,Cariboo,IDFdk3,IDFdk3/05,Fd - Feathermoss - Step moss,80098,1200,700,600,7,12,15
Cariboo,Cariboo,IDFdk3,IDFdk3/06,Fd - Pinegrass - Aster,80099,1200,700,600,7,12,15
Cariboo,Cariboo,IDFdk3,IDFdk3/07,SxwFd - Prickly rose - Sedge,80100,1200,700,600,4,9,15
Cariboo,Cariboo,IDFdk3,IDFdk3/08,SxwFd - Prickly rose - Sarsaparilla,80101,1200,700,600,4,9,15
Cariboo,Cariboo,IDFdk4,IDFdk4/02,Fd - Juniper - Peltigera,80104,800,500,400,7,12,15
Cariboo,Cariboo,IDFdk4,IDFdk4/03,Fd - Juniper - Saskatoon,80105,800,500,400,7,12,15
Cariboo,Cariboo,IDFdk4,IDFdk4/04,Fd - Juniper - Pasture sage,80106,1000,500,400,7,12,15
Cariboo,Cariboo,IDFdk4,IDFdk4/06,Pl - Kinnikinnick - Cladonia,80108,1000,500,400,7,12,15
Cariboo,Cariboo,IDFdk4,IDFdk4/08,Sxw - Scrub birch - Feathermoss,80110,1000,500,400,4,9,15
Cariboo,Cariboo,IDFdk4,IDFdk4/10,Sxw - Horsetail - Glow moss,80112,1000,500,400,4,9,15
Cariboo,Cariboo,IDFdk4,IDFdk4/01,FdPl - Pinegrass - Feathermoss,80103,1200,700,600,7,12,15
Cariboo,Cariboo,IDFdk4,IDFdk4/05,Fd - Bluebunch wheatgrass - Pinegrass,80107,1200,700,600,7,12,15
Cariboo,Cariboo,IDFdk4,IDFdk4/07,Fd - Feathermoss - Step moss,80109,1200,700,600,7,12,15
Cariboo,Cariboo,IDFdk4,IDFdk4/09,Sxw - Feathermoss - Brachythecium,80111,1200,700,600,4,9,15
Cariboo,Cariboo,IDFmw2,IDFmw2/05,Dogwood - Sedge,80119,400,200,200,4,9,15
Cariboo,Cariboo,IDFmw2,IDFmw2/02,Fd - Snowberry - Bluebunch wheatgrass,80116,600,400,400,7,12,15
Cariboo,Cariboo,IDFmw2,IDFmw2/03,Fd - Pinegrass - Feathermoss,80117,1000,500,400,7,12,15
Cariboo,Cariboo,IDFmw2,IDFmw2/01,FdCw - Falsebox - Prince's pine,80113,1200,700,600,7,12,15
Cariboo,Cariboo,IDFmw2,IDFmw2/01-YC,CwFd - Feathermoss,80114,1200,700,600,7,12,15
Cariboo,Cariboo,IDFmw2,IDFmw2/01-YS,EpAt - Thimbleberry - Falsebox,80115,1200,700,600,7,12,15
Cariboo,Cariboo,IDFmw2,IDFmw2/04,CwSxw - Oak fern,80118,1200,700,600,4,9,15
Cariboo,Cariboo,IDFxm,IDFxm/02,Fd - Bluebunch wheatgrass - Penstemon,80122,1000,500,400,7,12,15
Cariboo,Cariboo,IDFxm,IDFxm/03,Fd - Juniper - Cladonia,80123,1000,500,400,7,12,15
Cariboo,Cariboo,IDFxm,IDFxm/04,Fd - Bluebunch wheatgrass - Pasture sage,80124,1000,500,400,7,12,15
Cariboo,Cariboo,IDFxm,IDFxm/09,Sxw - Horsetail,80129,1000,500,400,4,9,15
Cariboo,Cariboo,IDFxm,IDFxm/00,"Fd - Pinegrass - Feathermoss, Typic",80120,1200,700,600,7,12,15
Cariboo,Cariboo,IDFxm,IDFxm/01b,"Fd - Pinegrass - Feathermoss, Cold",80121,1200,700,600,7,12,15
Cariboo,Cariboo,IDFxm,IDFxm/05,Fd - Feathermoss - Step moss,80125,1200,700,600,7,12,15
Cariboo,Cariboo,IDFxm,IDFxm/06,Fd - Ricegrass - Feathermoss,80126,1200,700,600,7,12,15
Cariboo,Cariboo,IDFxm,IDFxm/07,Fd - Prickly rose - Sarsaparilla,80127,1200,700,600,7,12,15
Cariboo,Cariboo,IDFxm,IDFxm/08,Sxw - Snowberry - Prickly rose,80128,1200,700,600,4,9,15
Cariboo,Cariboo,IDFxw,IDFxw/02,FdPy - Bluebunch wheatgrass - Pinegrass,80131,600,400,400,7,12,15
Cariboo,Cariboo,IDFxw,IDFxw/03,FdPy - Western snowberry - Bluebunch wheatgrass,80132,600,400,400,7,12,15
Cariboo,Cariboo,IDFxw,IDFxw/04,FdPy - Bluebunch wheatgrass - Balsamroot,80133,800,500,400,7,12,15
Cariboo,Cariboo,IDFxw,IDFxw/07,Sxw - Prickly rose - Coltsfoot,80136,1000,500,400,4,9,15
Cariboo,Cariboo,IDFxw,IDFxw/01,Fd - Juniper - Bluebunch wheatgrass,80130,1200,700,600,7,12,15
Cariboo,Cariboo,IDFxw,IDFxw/05,Fd - Feathermoss,80134,1200,700,600,7,12,15
Cariboo,Cariboo,IDFxw,IDFxw/06,Sxw - Water birch,80135,1200,700,600,4,9,15
Cariboo,Cariboo,MSdc2,MSdc2/02,FdBl - Spirea - Stonecrop,80138,1000,500,400,7,12,15
Cariboo,Cariboo,MSdc2,MSdc2/03,FdBl - Soopolallie - Kinnikinnick,80139,1000,500,400,7,12,15
Cariboo,Cariboo,MSdc2,MSdc2/08,Sxw - Horsetail - Leafy moss,80144,1000,500,400,4,9,15
Cariboo,Cariboo,MSdc2,MSdc2/01,Sxw - Wintergreen - Feathermoss,80137,1200,700,600,7,12,15
Cariboo,Cariboo,MSdc2,MSdc2/04,PlBl - Soopolallie - Kinnikinnick,80140,1200,700,600,7,12,15
Cariboo,Cariboo,MSdc2,MSdc2/05,Sxw - Rhododendron - Crowberry,80141,1200,700,600,7,12,15
Cariboo,Cariboo,MSdc2,MSdc2/06,Sxw - Twinberry - Reedgrass,80142,1200,700,600,4,9,15
Cariboo,Cariboo,MSdc2,MSdc2/07,Sxw - Gooseberry,80143,1200,700,600,4,9,15
Cariboo,Cariboo,MSdv,MSdv/02,Pl - Penstemon - Balsamroot,80146,1000,500,400,7,12,15
Cariboo,Cariboo,MSdv,MSdv/08,Sxw - Soopolallie - Scouring-rush,80152,1000,500,400,4,9,15
Cariboo,Cariboo,MSdv,MSdv/09,Sxw - Horsetail - Leafy moss,80153,1000,500,400,4,9,15
Cariboo,Cariboo,MSdv,MSdv/01,Pl - Soopolallie - Twinflower,80145,1200,700,600,7,12,15
Cariboo,Cariboo,MSdv,MSdv/03,Pl - Short-awned ricegrass - Peltigera,80147,1200,700,600,7,12,15
Cariboo,Cariboo,MSdv,MSdv/04,Pl - Saskatoon - Kinnikinnick,80148,1200,700,600,7,12,15
